Bangla Text,Equation
চারশো পঞ্চান্নর বর্গমূলের মান একুশ দশমিক তিন তিন,√x=y
ছয়শত একাশির সাথে একাশির গুন করলে পঞ্চান্ন হাজার একশত একষট্রি হবে।,xy=z
চারশো ছাপ্পান্নর বর্গমূলের মান একুশ দশমিক তিন পাঁচ,√x=y
চারশো সাতান্নর বর্গমূলের মান একুশ দশমিক তিন সাত,√x=y
ছয়শত বিরাশির সাথে বিরাশির সাথে গুন করলে পঞ্চান্ন হাজার নয়শত চব্বিশ হবে।,xy=z
চারশো আটান্নর বর্গমূলের মান একুশ দশমিক চার শূন্য,√x=y
ছয়শত তিরাশির সাথে তিরাশি গুন করলে ছাপ্পান্ন হাজার ছয়শত ঊনানব্বই হবে।,xy=z
ছয়শত চুরাশির সাথে চুরাশির গুন করলে সাতান্ন হাজার চারশত ছাপ্পান্ন হবে।,xy=z
ছয়শত পঁচাশির সাথে পঁচাশির গুন করলে আটান্ন হাজার দুইশত পচিশ হবে।,xy=z
চারশো ষাটের বর্গমূলের মান একুশ দশমিক চার চার,√x=y
ছয়শত ছেয়াশি এর সাথে ছেয়াশির গুন করলে আটান্ন হাজার নয়শত ছিয়ানব্বই হবে।,xy=z
ছয়শত সাতাশির সাথে সাতাশি গুন করলে ঊনষাট হাজার সাতশত ঊনসত্তর,xy=z
চারশো বাষট্টির বর্গমূলের মান  একুশ দশমিক চার নয়,√x=y
চারশো তেষট্টির বর্গমূলের মান একুশ দশমিক পাঁচ এক,√x=y
ছয়শত আটাশির সাথে আটাশির গুন করলে ষাট হাজার পাঁচ্শত চুয়াল্লিশ হবে।,xy=z
ছয়শত ঊনানব্বই এর সাথে ঊননব্বই গুন করলে একষট্রি হাজার তিনশত নিরানব্বই হবে।,xy=z
ছয়শত নব্বই এর সাথে নব্বই গুন করলে বাষট্রি হাজার একশত হবে।,xy=z
ছয়শত একানব্বই এর সাথে একানব্বই গুন করলে বাষট্রি হাজার আটশত আটাশি হবে।,xy=z
"ছয়শত বিরানব্বইএর সাথে বিরানব্বই গুন করলে তেষট্রি হাজার 
ছয়শত চৌষট্টি হবে ।",xy=z
ছয়শত তিরানব্বই এর সাথে তিরানব্বই গুন করলে চৌষট্টি হাজার চারশত ঊনপঞ্চাশ হবে।,xy=z
ছয়শত চুরানব্বই এর সাথে চুরানব্বই গুন করলে পঁয়ষট্রি হাজার দুইশত ছয়ত্রিশ হবে।,xy=z
চারশো চৌষট্টির বর্গমূলের মান একুশ দশমিক পাঁচ চার,√x=y
চারশো পঁয়ষট্টির বর্গমূলের মান একুশ দশমিক পাঁচ ছয়,√x=y
চারশো ছেষট্টির বর্গমূলের মান  একুশ দশমিক পাঁচ আট,√x=y
চারশো সাতষট্টির বর্গমূলের মান একুশ দশমিক ছয় এক,√x=y
চারশো আটষট্টির বর্গমূলের মান একুশ দশমিক ছয় তিন,√x=y
চারশো ঊনসত্তরের বর্গমূলের মান  একুশ দশমিক ছয় পাঁচ,√x=y
চারশো সত্তরের বর্গমূলের মান একুশ দশমিক ছয় সাত,√x=y
চারশো একাত্তরের বর্গমূলের মান একুশ দশমিক সাত শূন্য দুই,√x=y
চারশো বাহাত্তরের বর্গমূলের মান একুশ দশমিক সাত দুই পাঁচ,√x=y
চারশো তিয়াত্তরের বর্গমূলের মান একুশ দশমিক সাত চার,√x=y
চারশো চুয়াত্তরের বর্গমূলের মান একুশ দশমিক সাত সাত,√x=y
চারশো পঁচাত্তরের বর্গমূলের মান একুশ দশমিক সাত নয়,√x=y
চারশো ছিয়াত্তরের বর্গমূলের মান একুশ দশমিক আট এক,√x=y
চারশো সাতাত্তরের বর্গমূলের মান  একুশ দশমিক আট চার,√x=y
চারশো আটাত্তরের বর্গমূলের মান একুশ দশমিক আট ছয়,√x=y
চারশো ঊনআশির বর্গমূলের মান  একুশ দশমিক আট আট,√x=y
চারশো আশির বর্গমূলের মান একুশ দশমিক নয় শূন্য,√x=y
চারশো একাশির বর্গমূলের মান একুশ দশমিক নয় তিন,√x=y
চারশো বিরাশির বর্গমূলের মান একুশ দশমিক নয় পাঁচ,√x=y
চারশো তিরাশির বর্গমূলের মান একুশ দশমিক নয় সাত,√x=y
চারশো চুরাশির বর্গমূলের মান বাইশ,√x=y
চারশো পঁচাশির বর্গমূলের মান বাইশ দশমিক শূন্য দুই,√x=y
চারশো ছিয়াশির বর্গমূলের মান বাইশ দশমিক শূন্য চার,√x=y
চারশো সাতাশির বর্গমূলের মান বাইশ দশমিক শূন্য ছয়,√x=y
চারশো আটাশির বর্গমূলের মান বাইশ দশমিক শূন্য নয়,√x=y
চারশো উননব্বইয়ের বর্গমূলের মান বাইশ দশমিক এক এক,√x=y
চারশো নব্বইয়ের বর্গমূলের মান বাইশ দশমিক এক তিন,√x=y
চারশো একানব্বইয়ের বর্গমূলের মান বাইশ দশমিক এক পাঁচ,√x=y
চারশো বিরানব্বইয়ের বর্গমূলের মান বাইশ দশমিক এক আট,√x=y
চারশো তিরানব্বইয়ের বর্গমূলের মান বাইশ দশমিক দুই শূন্য,√x=y
চারশো চুরানব্বইয়ের বর্গমূলের মান বাইশ দশমিক দুই দুই,√x=y
চারশো পঁচানব্বইয়ের বর্গমূলের মান বাইশ দশমিক দুই চার,√x=y
চারশো ছিয়ানব্বইয়ের বর্গমূলের মান বাইশ দশমিক নয় সাত,√x=y
চারশো সাতানব্বইয়ের বর্গমূলের মান বাইশ দশমিক দুই নয়,√x=y
চারশো আটানব্বইয়ের বর্গমূলের মান বাইশ দশমিক তিন এক,√x=y
চারশো নিরানব্বইয়ের বর্গমূলের মান বাইশ দশমিক তিন তিন,√x=y
পাঁচশোর বর্গমূলের মান বাইশ দশমিক তিন ছয়,√x=y
একশোর সাথে এক গুণ করলে একশো হবে,xy=z
দুইশোর সাথে এক গুণ করলে দুইশো হবে,xy=z
তিনশোর সাথে এক গুণ করলে তিনশো  হবে,xy=z
চারশোর সাথে এক গুণ করলে চারশো হবে,xy=z
পাঁচশোর সাথে এক গুণ করলে পাঁচশো হবে,xy=z
ছয়শোর সাথে এক গুণ করলে ছয়শো হবে,xy=z
সাতশোর সাথে এক গুণ করলে সাতশো হবে,xy=z
আটশোর সাথে এক গুণ করলে আটশো হবে,xy=z
নয়শোর সাথে এক গুণ করলে নয়শো হবে,xy=z
একশো কে দশ দিয়ে ভাগ করলে দশ হবে,x/y=z
দুইশোকে দশ দিয়ে ভাগ করলে বিশ হবে,x/y=z
তিনশোকে দশ দিয়ে ভাগ করলে ত্রিশ হবে,x/y=z
চারশোকে দশ দিয়ে ভাগ করলে চল্লিশ হবে,x/y=z
পাঁচশোকে দশ দিয়ে ভাগ করলে পঞ্চাশ হবে,x/y=z
ছয়শোকে দশ দিয়ে ভাগ করলে ষাট হবে,x/y=z
সাতশোকে দশ দিয়ে ভাগ করলে সত্তর হবে,x/y=z
আটশোকে দশ দিয়ে ভাগ করলে আশি হবে,x/y=z
নয়শোকে দশ দিয়ে ভাগ করলে নব্বই হবে,x/y=z
এক হাজারকে দশ দিয়ে ভাগ করলে একশ হবে,x/y=z
দুইয়ের ফ্যাক্টরিয়ালের মান দুই,x!=y
তিনের ফ্যাক্টরিয়ালের মান ছয়,x!=y
চারের ফ্যাক্টরিয়ালের মান চব্বিশ,x!=y
ছয়ের ফ্যাক্টরিয়ালের মান সাতশো বিশ,x!=y
সাতের ফ্যাক্টরিয়ালের মান পাঁচ হাজার চল্লিশ,x!=y
আটের ফ্যাক্টরিয়ালের মান চল্লিশ হাজার তিনশো বিশ,x!=y
পাঁচশো একের বর্গমূলের মান বাইশ দশমিক তিন আট,√x=y
পাঁচশো দুইয়ের বর্গমূলের মান বাইশ দশমিক চার শূন্য,√x=y
পাঁচশো তিনের বর্গমূলের মান বাইশ দশমিক চার দুই,√x=y
পাঁচশো চারের বর্গমূলের মান বাইশ দশমিক চার চার,√x=y
পাঁচশো পাঁচের বর্গমূলের মান বাইশ দশমিক চার সাত,√x=y
পাঁচশো ছয়ের বর্গমূলের মান বাইশ দশমিক চার নয়,√x=y
পাঁচশো সাতের বর্গমূলের মান বাইশ দশমিক পাঁচ এক,√x=y
পাঁচশো আটের বর্গমূলের মান বাইশ দশমিক পাঁচ তিন,√x=y
পাঁচশো নয়ের বর্গমূলের মান বাইশ দশমিক পাঁচ ছয়,√x=y
পাঁচশো দশের বর্গমূলের মান বাইশ দশমিক পাঁচ আট,√x=y
পাঁচশো এগারোর বর্গমূলের মান বাইশ দশমিক ছয় শূন্য,√x=y
পাঁচশো বারোর বর্গমূলের মান  বাইশ দশমিক ছয় দুই,√x=y
পাঁচশো তেরোর বর্গমূলের মান বাইশ দশমিক ছয় চার,√x=y
পাঁচশো চৌদ্দর বর্গমূলের মান বাইশ দশমিক ছয় সাত,√x=y
পাঁচশো পনেরোর বর্গমূলের মান বাইশ দশমিক ছয় নয়,√x=y
পাঁচশো ষোলর বর্গমূলের মান বাইশ দশমিক সাত এক,√x=y
পাঁচশো সতেরোর বর্গমূলের মান বাইশ দশমিক সাত তিন,√x=y
পাঁচশো আঠারোর বর্গমূলের মান বাইশ দশমিক সাত পাঁচ,√x=y
পাঁচশো উনিশের বর্গমূলের মান বাইশ দশমিক সাত আট,√x=y
পাঁচশো বিশের বর্গমূলের মান বাইশ দশমিক আট শূন্য,√x=y
পাঁচশো একুশের বর্গমূলের মান বাইশ দশমিক আট দুই,√x=y
পাঁচশো বাইশের বর্গমূলের মান বাইশ দশমিক আট চার,√x=y
পাঁচশো তেইশের বর্গমূলের মান বাইশ দশমিক আট ছয়,√x=y
পাঁচশো চব্বিশের বর্গমূলের মান বাইশ দশমিক আট নয়,√x=y
পাঁচশো পঁচিশের বর্গমূলের মান বাইশ দশমিক নয় এক,√x=y
পাঁচশো ছাব্বিশের বর্গমূলের মান বাইশ দশমিক নয় তিন,√x=y
পাঁচশো সাতাশের বর্গমূলের মান বাইশ দশমিক নয় পাঁচ,√x=y
পাঁচশো আটাশের বর্গমূলের মান বাইশ দশমিক নয় সাত,√x=y
পাঁচশো ঊনত্রিশের বর্গমূলের মান তেইশ,√x=y
পাঁচশো ত্রিশের বর্গমূলের মান তেইশ দশমিক শূন্য দুই,√x=y
পাঁচশো একত্রিশের বর্গমূলের মান তেইশ দশমিক শূন্য চার,√x=y
পাঁচশো বত্রিশের বর্গমূলের মান তেইশ দশমিক শূন্য ছয়,√x=y
পাঁচশো তেত্রিশের বর্গমূলের মান তেইশ দশমিক শূন্য আট,√x=y
পাঁচশো চৌত্রিশের বর্গমূলের মান তেইশ দশমিক এক শূন্য,√x=y
পাঁচশো পঁয়ত্রিশের বর্গমূলের মান তেইশ দশমিক এক তিন,√x=y
পাঁচশো ছত্রিশের বর্গমূলের মান তেইশ দশমিক এক পাঁচ,√x=y
পাঁচশো সাইত্রিশের বর্গমূলের মান তেইশ দশমিক এক সাত,√x=y
পাঁচশো আটত্রিশের বর্গমূলের মান তেইশ দশমিক এক নয়,√x=y
পাঁচশো ঊনচল্লিশের বর্গমূলের মান তেইশ দশমিক দুই এক,√x=y
পাঁচশো চল্লিশের বর্গমূলের মান তেইশ দশমিক দুই তিন,√x=y
পাঁচশো একচল্লিশের বর্গমূলের মান তেইশ দশমিক দুই পাঁচ,√x=y
পাঁচশো বিয়াল্লিশের বর্গমূলের মান তেইশ দশমিক দুই আট,√x=y
পাঁচশো তেতাল্লিশের বর্গমূলের মান তেইশ দশমিক তিন শূন্য,√x=y
পাঁচশো চুয়াল্লিশের বর্গমূলের মান তেইশ দশমিক তিন দুই,√x=y
পাঁচশো পঁয়তাল্লিশের বর্গমূলের মান তেইশ দশমিক তিন চার,√x=y
পাঁচশো ছেচল্লিশের বর্গমূলের মান তেইশ দশমিক তিন ছয়,√x=y
পাঁচশো সাতচল্লিশের বর্গমূলের মান তেইশ দশমিক তিন আট,√x=y
পাঁচশো আটচল্লিশের বর্গমূলের মান তেইশ দশমিক চার শূন্য,√x=y
পাঁচশো ঊনপঞ্চাশের বর্গমূলের মান তেইশ দশমিক চার তিন,√x=y
পাঁচশো পঞ্চাশের বর্গমূলের মান তেইশ দশমিক চার পাঁচ,√x=y
পাঁচশো একান্নর বর্গমূলের মান তেইশ দশমিক চার সাত,√x=y
পাঁচশো বায়ান্নর বর্গমূলের মান তেইশ দশমিক চার নয়,√x=y
পাঁচশো তেপ্পান্নর বর্গমূলের মান তেইশ দশমিক পাঁচ এক,√x=y
পাঁচশো চুয়ান্নর বর্গমূলের মান তেইশ দশমিক পাঁচ তিন,√x=y
পাঁচশো পঞ্চান্নর বর্গমূলের মান তেইশ দশমিক পাঁচ পাঁচ,√x=y
পাঁচশো ছাপ্পান্নর বর্গমূলের মান তেইশ দশমিক পাঁচ সাত,√x=y
পাঁচশো সাতান্নর বর্গমূলের মান তেইশ দশমিক ছয় শূন্য,√x=y
পাঁচশো আটান্নর বর্গমূলের মান তেইশ দশমিক ছয় দুই,√x=y
পাঁচশো ঊনষাটের বর্গমূলের মান তেইশ দশমিক ছয় চার,√x=y
পাঁচশো ষাটের  বর্গমূলের মান তেইশ দশমিক ছয় ছয়,√x=y
পাঁচশো একষট্টির বর্গমূলের মান তেইশ দশমিক ছয় আট,√x=y
পাঁচশো বাষট্টির বর্গমূলের মান তেইশ দশমিক সাত শূন্য,√x=y
পাঁচশো তেষট্টির বর্গমূলের মান তেইশ দশমিক সাত দুই,√x=y
পাঁচশো চৌষট্টির বর্গমূলের মান তেইশ দশমিক সাত চার,√x=y
পাঁচশো পঁয়ষট্টির বর্গমূলের মান তেইশ দশমিক সাত ছয়,√x=y
পাঁচশো ছেষট্টির বর্গমূলের মান তেইশ দশমিক সাত নয়,√x=y
পাঁচশো সাতষট্টির বর্গমূলের মান তেইশ দশমিক আট এক,√x=y
পাঁচশো আটষট্টির বর্গমূলের মান তেইশ দশমিক আট তিন,√x=y
পাঁচশো ঊনসত্তরের বর্গমূলের মান তেইশ দশমিক আট পাঁচ,√x=y
পাঁচশো সত্তরের  বর্গমূলের  মান তেইশ দশমিক আট সাত,√x=y
পাঁচশো  একাত্তরের বর্গমূলের মান তেইশ দশমিক আট নয়,√x=y
পাঁচশো বাহাত্তরের বর্গমূলের মান তেইশ দশমিক নয় এক,√x=y
পাঁচশো তিয়াত্তরের বর্গমূলের মান তেইশ দশমিক নয় তিন,√x=y
পাঁচশো চুয়াত্তরের বর্গমূলের মান তেইশ দশমিক নয় পাঁচ,√x=y
পাঁচশো পঁচাত্তরের বর্গমূলের মান তেইশ দশমিক নয় সাত,√x=y
পাঁচশো ছিয়াত্তরের বর্গমূলের মান চব্বিশ,√x=y
পাঁচশো সাতাত্তরের বর্গমূলের মান চব্বিশ দশমিক শূন্য দুই,√x=y
পাঁচশো আটাত্তরের বর্গমূলের মান চব্বিশ দশমিক শূন্য চার,√x=y
পাঁচশো ঊনআশির বর্গমূলের মান চব্বিশ দশমিক শূন্য ছয়,√x=y
পাঁচশো আশির বর্গমূলের মান চব্বিশ দশমিক শূন্য আট,√x=y
পাঁচশো একাশির বর্গমূলের মান চব্বিশ  দশমিক  এক শূন্য,√x=y
পাঁচশো বিরাশির বর্গমূলের মান চব্বিশ দশমিক এক দুই,√x=y
পাঁচশো তিরাশির বর্গমূলের মান চব্বিশ দশমিক এক চার,√x=y
পাঁচশো চুরাশির বর্গমূলের মান চব্বিশ দশমিক এক ছয়,√x=y
পাঁচশো পঁচাশির বর্গমূলের মান চব্বিশ দশমিক এক আট,√x=y
পাঁচশো ছিয়াশির বর্গমূলের মান চব্বিশ দশমিক দুই শূন্য,√x=y
পাঁচশো সাতাশির বর্গমূলের মান চব্বিশ দশমিক দুই দুই,√x=y
পাঁচশো আটাশির বর্গমূলের মান চব্বিশ দশমিক দুই চার,√x=y
পাঁচশো ঊননব্বইয়ের বর্গমূলের মান চব্বিশ দশমিক দুই ছয়,√x=y
পাঁচশো নব্বইয়ের বর্গমূলের মান চব্বিশ দশমিক দুই আট,√x=y
পাঁচশো একানব্বইয়ের বর্গমূলের মান চব্বিশ দশমিক তিন এক,√x=y
পাঁচশো বিরানব্বইয়ের বর্গমূলের মান চব্বিশ দশমিক তিন তিন,√x=y
পাঁচশো তিরানব্বইয়ের বর্গমূলের মান চব্বিশ দশমিক তিন পাঁচ,√x=y
পাঁচশো চুরানব্বইয়ের বর্গমূলের মান চব্বিশ দশমিক তিন সাত,√x=y
পাঁচশো পঁচানব্বইয়ের বর্গমূলের মান চব্বিশ দশমিক তিন নয়,√x=y
পাঁচশো ছিয়ানব্বইয়ের বর্গমূলের মান চব্বিশ দশমিক চার এক,√x=y
পাঁচশো সাতানব্বইয়ের বর্গমূলের মান চব্বিশ দশমিক চার তিন,√x=y
পাঁচশো আটানব্বইয়ের বর্গমূলের মান চব্বিশ দশমিক চার পাঁচ,√x=y
পাঁচশো নিরানব্বইয়ের বর্গমূলের মান চব্বিশ দশমিক চার সাত,√x=y
ছয়শোর বর্গমূলের মান চব্বিশ দশমিক চার নয়,√x=y
ছয়শো একের বর্গমূলের মান চব্বিশ দশমিক পাঁচ এক,√x=y
ছয়শো দুইয়ের বর্গমূলের মান চব্বিশ দশমিক পাঁচ তিন,√x=y
ছয়শো তিনের বর্গমূলের মান চব্বিশ দশমিক পাঁচ পাঁচ,√x=y
ছয়শো চারের বর্গমূলের মান চব্বিশ দশমিক পাঁচ সাত,√x=y
ছয়শো পাঁচের বর্গমূলের মান চব্বিশ দশমিক পাঁচ নয়,√x=y
ছয়শো ছয়ের বর্গমূলের মান চব্বিশ দশমিক ছয় এক,√x=y
ছয়শো সাতের বর্গমূলের মান চব্বিশ দশমিক ছয় তিন,√x=y
ছয়শো আটের বর্গমূলের মান চব্বিশ দশমিক ছয় পাঁচ,√x=y
ছয়শো নয়ের বর্গমূলের মান চব্বিশ দশমিক ছয় সাত,√x=y
ছয়শো দশের বর্গমূলের মান চব্বিশ দশমিক ছয় নয়,√x=y
ছয়শো এগারোর বর্গমূলের মান চব্বিশ দশমিক সাত এক,√x=y
ছয়শো বারোর বর্গমুলের মান চব্বিশ দশমিক সাত তিন,√x=y
ছয়শো তেরোর বর্গমূলের মান চব্বিশ দশমিক সাত পাঁচ,√x=y
ছয়শো চৌদ্দর বর্গমূলের মান চব্বিশ দশমিক সাত সাত,√x=y
ছয়শো পনেরোর বর্গমূলের মান চব্বিশ দশমিক সাত নয়,√x=y
ছয়শো ষোলর বর্গমূলের মান চব্বিশ দশমিক আট এক,√x=y
ছয়শো সতেরোর বর্গমূলের মান চব্বিশ দশমিক আট তিন,√x=y
ছয়শো আঠারোর বর্গমূলের মান চব্বিশ দশমিক আট পাঁচ,√x=y
ছয়শো উনিশের বর্গমূলের মান চব্বিশ দশমিক আট তিন,√x=y
ছয়শো বিশের বর্গমূলের মান চব্বিশ দশমিক আট নয়,√x=y
ছয়শো একুশের বর্গমূলের মান চব্বিশ দশমিক নয় এক,√x=y
ছয়শো বাইশের বর্গমূলের মান  চব্বিশ দশমিক নয় তিন,√x=y
ছয়শো তেইশের বর্গমূলের মান চব্বিশ দশমিক নয় পাঁচ,√x=y
ছয়শো চব্বিশের বর্গমূলের মান চব্বিশ দশমিক নয় সাত,√x=y
ছয়শো পঁচিশের বর্গমূলের মান পঁচিশ,√x=y
ছয়শো ছাব্বিশের বর্গমূলের মান পঁচিশ দশমিক শূন্য এক,√x=y
ছয়শো সাতাশের বর্গমূলের মান পঁচিশ দশমিক শূন্য তিন,√x=y
ছয়শো আটাশের বর্গমূলের মান পঁচিশ দশমিক শূন্য পাঁচ,√x=y
ছয়শো ঊনত্রিশের বর্গমূলের মান পঁচিশ দশমিক শূন্য সাত,√x=y
ছয়শো ত্রিশের বর্গমূলের মান পঁচিশ দশমিক শূন্য নয়,√x=y
ছয়শো একত্রিশের বর্গমূলের মান পঁচিশ দশমিক এক এক,√x=y
ছয়শো বত্রিশের বর্গমূলের মান পঁচিশ দশমিক এক তিন,√x=y
ছয়শো তেত্রিশের বর্গমূলের মান পঁচিশ দশমিক এক পাঁচ,√x=y
ছয়শো চৌত্রিশের বর্গমূলের মান পঁচিশ দশমিক এক সাত,√x=y
ছয়শো পঁয়ত্রিশের বর্গমূলের মান পঁচিশ দশমিক এক নয়,√x=y
ছয়শো ছত্রিশের বর্গমূলের মান পঁচিশ দশমিক দুই এক,√x=y
ছয়শো সাইত্রিশের বর্গমূলের মান পঁচিশ দশমিক দুই তিন,√x=y
ছয়শো আটত্রিশের বর্গমূলের মান পঁচিশ দশমিক দুই পাঁচ,√x=y
ছয়শো ঊনচল্লিশের বর্গমূলের মান পঁচিশ দশমিক দুই সাত,√x=y
ছয়শো চল্লিশের বর্গমূলের মান পঁচিশ দশমিক দুই নয়,√x=y
ছয়শো একচল্লিশের বর্গমূলের মান পঁচিশ দশমিক তিন এক,√x=y
ছয়শো বিয়াল্লিশের বর্গমূলের মান পঁচিশ দশমিক তিন তিন,√x=y
ছয়শো  তেতাল্লিশের বর্গমূলের মান পঁচিশ দশমিক তিন পাঁচ,√x=y
ছয়শো চুয়াল্লিশের বর্গমূলের মান পঁচিশ দশমিক তিন সাত,√x=y
ছয়শো পঁয়তাল্লিশের বর্গমূলের মান পঁচিশ দশমিক তিন নয়,√x=y
ছয়শো ছেচল্লিশের বর্গমূলের মান পঁচিশ দশমিক চার এক,√x=y
ছয়শো সাতচল্লিশের বর্গমূলের মান পঁচিশ দশমিক চার তিন,√x=y
ছয়শো আটচল্লিশের বর্গমূলের মান পঁচিশ দশমিক চার পাঁচ,√x=y
ছয়শো ঊনপঞ্চাশের বর্গমূলের মান পঁচিশ দশমিক চার সাত,√x=y
ছয়শো পঞ্চাশের বর্গমূলের মান পঁচিশ দশমিক চার নয়,√x=y
ছয়শো একান্নর বর্গমূলের মান পঁচিশ দশমিক পাঁচ এক,√x=y
ছয়শো বায়ান্নর বর্গমূলের মান পঁচিশ দশমিক পাঁচ তিন,√x=y
ছয়শো তেপ্পান্নর বর্গমূলের মান পঁচিশ দশমিক পাঁচ পাঁচ,√x=y
ছয়শো চুয়ান্নর বর্গমূলের মান পঁচিশ দশমিক পাঁচ সাত,√x=y
ছয়শো পঞ্চান্নর বর্গমূলের মান পঁচিশ দশমিক পাঁচ নয়,√x=y
ছয়শো ছাপ্পান্নর বর্গমূলের মান পঁচিশ দশমিক ছয় এক,√x=y
ছয়শো সাতান্নর বর্গমূলের মান পঁচিশ দশমিক ছয় তিন,√x=y
ছয়শো আটান্নর বর্গমূলের মান পঁচিশ দশমিক ছয় পাঁচ,√x=y
ছয়শো ঊনষাটের বর্গমূলের মান পঁচিশ দশমিক ছয় সাত,√x=y
ছয়শো ষাটের বর্গমূলের মান পঁচিশ দশমিক ছয় নয়,√x=y
ছয়শো একষট্টির বর্গমূলের মান পঁচিশ দশমিক সাত শূন্য নয়,√x=y
ছয়শো বাষট্টির বর্গমূলের মান পঁচিশ দশমিক সাত দুই,√x=y
ছয়শো তেষট্টির বর্গমূলের মান পঁচিশ দশমিক সাত চার,√x=y
ছয়শো চৌষট্টির বর্গমূলের মান পঁচিশ দশমিক সাত ছয়,√x=y
ছয়শো পঁয়ষট্টির বর্গমূলের মান পঁচিশ দশমিক সাত আট,√x=y
ছয়শো ছেষট্টির বর্গমূলের মান পঁচিশ দশমিক আট  শূন্য,√x=y
ছয়শো সাতষট্টির বর্গমূলের মান পঁচিশ দশমিক আট দুই,√x=y
ছয়শো আটষট্টির বর্গমূলের মান পঁচিশ দশমিক আট চার,√x=y
ছয়শো ঊনসত্তরের বর্গমূলের মান পঁচিশ দশমিক আট ছয়,√x=y
ছয়শো সত্তরের বর্গমূলের মান পঁচিশ দশমিক আট আট,√x=y
ছয়শো একাত্তরের বর্গমূলের মান পঁচিশ দশমিক নয় শূন্য,√x=y
ছয়শো বাহাত্তরের বর্গমূলের মান পঁচিশ দশমিক নয় দুই,√x=y
ছয়শো বাহাত্তরের বর্গমূলের মান পঁচিশ দশমিক নয় দুই,√x=y
ছয়শো তিয়াত্তরের বর্গমূলের মান পঁচিশ দশমিক নয় চার,√x=y
ছয়শো চুয়াত্তরের বর্গমূলের মান পঁচিশ দশমিক নয় ছয়,√x=y
ছয়শো পঁচাত্তরের বর্গমূলের মান পঁচিশ দশমিক নয় আট,√x=y
ছয়শো ছিয়াত্তরের বর্গমূলের মান ছাব্বিশ,√x=y
ছয়শো সাতাত্তরের বর্গমূলের মান ছাব্বিশ দশমিক শূন্য এক,√x=y
ছয়শো আটাত্তরের বর্গমূলের মান ছাব্বিশ দশমিক শূন্য তিন,√x=y
ছয়শো ঊনআশির বর্গমূলের মান ছাব্বিশ দশমিক শূন্য পাঁচ,√x=y
ছয়শো আশির বর্গমূলের মান ছাব্বিশ দশমিক শুন্য সাত,√x=y
ছয়শো একাশির বর্গমূলের মান ছাব্বিশ দশমিক শূন্য নয়,√x=y
ছয়শো বিরাশির বর্গমূলের মান ছাব্বিশ দশমিক এক এক,√x=y
ছয়শো তিরাশির বর্গমূলের মান ছাব্বিশ দশমিক এক তিন,√x=y
ছয়শো চুরাশির বর্গমূলের মান ছাব্বিশ দশমিক এক পাঁচ,√x=y
ছয়শো পঁচাশির বর্গমূলের মান ছাব্বিশ দশমিক এক সাত,√x=y
ছয়শো ছিয়াশির বর্গমূলের মান ছাব্বিশ দশমিক এক নয়,√x=y
ছয়শো সাতাশির বর্গমূলের মান ছাব্বিশ দশমিক দুই এক,√x=y
ছয়শো আটাশির বর্গমূলের মান ছাব্বিশ দশমিক দুই দুই,√x=y
ছয়শো ঊননব্বইয়ের বর্গমূলের মান ছাব্বিশ দশমিক দুই চার,√x=y
ছয়শো নব্বইয়ের বর্গমূলের মান ছাব্বিশ দশমিক দুই ছয়,√x=y
ছয়শো একানব্বইয়ের বর্গমূলের মান ছাব্বিশ দশমিক দুই আট,√x=y
ছয়শো বিরানব্বইয়ের বর্গমূলের মান ছাব্বিশ দশমিক তিন শূন্য,√x=y
ছয়শো তিরানব্বইয়ের বর্গমূলের মান ছাব্বিশ দশমিক তিন দুই,√x=y
ছয়শো চুরানব্বইয়ের বর্গমূলের মান ছাব্বিশ দশমিক তিন চার,√x=y
ছয়শো পঁচানব্বইয়ের বর্গমূলের মান ছাব্বিশ দশমিক তিন ছয়,√x=y
ছয়শো ছিয়ানব্বইয়ের বর্গমূলের মান ছাব্বিশ দশমিক তিন আট,√x=y
ছয়শো সাতানব্বইয়ের বর্গমূলের মান ছাব্বিশ দশমিক চার শূন্য,√x=y
ছয়শো আটানব্বইয়ের বর্গমূলের মান ছাব্বিশ দশমিক চার এক,√x=y
ছয়শো নিরানব্বইয়ের বর্গমূলের মান ছাব্বিশ দশমিক চার তিন,√x=y
সাতশোর বর্গমূলের মান ছাব্বিশ দশমিক চার পাঁচ,√x=y
সাতশো একের বর্গমূলের মান ছাব্বিশ দশমিক চার সাত ছয়,√x=y
সাতশো দুইয়ের বর্গমূলের মান ছাব্বিশ দশমিক চার নয়,√x=y
সাতশো তিনের বর্গমূলের মান ছাব্বিশ দশমিক পাঁচ এক,√x=y
সাতশো চারের বর্গমূলের মান ছাব্বিশ দশমিক পাঁচ তিন,√x=y
সাতশো পাঁচের বর্গমূলের মান ছাব্বিশ দশমিক পাঁচ পাঁচ,√x=y
সাতশো ছয়ের বর্গমূলের মান ছাব্বিশ দশমিক পাঁচ সাত,√x=y
সাতশো সাতের বর্গমূলের মান ছাব্বিশ দশমিক পাঁচ আট,√x=y
সাতশো আটের বর্গমূলের মান ছাব্বিশ দশমিক ছয় শূন্য,√x=y
সাতশো নয়ের বর্গমূলের মান ছাব্বিশ দশমিক ছয় দুই,√x=y
সাতশো দশের বর্গমূলের মান ছাব্বিশ দশমিক ছয় চার,√x=y
সাতশো এগারোর বর্গমূলের মান ছাব্বিশ দশমিক ছয় ছয়,√x=y
